COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)	stratify_col
isoniazid	8 day	Low	662.0	14.1	42.1	63.7	21.3	33.4	7.4	116.9	98.8	20.0	1.0	0.0	12.0	67.0	12.0	16.3	228.0	791.0	73.0	184.0	165.0	0.29	0.06	231.0	20.0	0.5	139.0	4.9	106.0	10.9	7.8	6.3	3.7	1.4	62.0	20.0	180.0	1.0	isoniazid_8 day_Low
isoniazid	8 day	Low	658.0	13.4	40.4	61.4	20.4	33.2	7.4	126.4	134.0	7.0	1.0	0.0	7.0	85.0	12.0	14.8	260.0	754.0	74.0	136.0	159.0	0.31	0.07	215.0	17.0	0.6	139.0	5.3	107.0	10.8	8.1	6.2	3.8	1.6	66.0	20.0	86.0	1.0	isoniazid_8 day_Low
isoniazid	8 day	Low	638.0	14.0	41.5	65.1	21.9	33.7	4.6	125.5	142.0	11.0	1.0	0.0	5.0	82.0	12.3	16.5	224.0	835.0	76.0	70.0	150.0	0.31	0.13	222.0	20.0	0.2	138.0	5.7	107.0	10.6	8.0	6.1	3.7	1.5	52.0	18.0	73.0	1.0	isoniazid_8 day_Low
isoniazid	8 day	Low	658.0	13.7	41.1	62.5	20.8	33.3	5.3	117.9	141.0	9.0	1.0	0.0	4.0	86.0	12.4	15.8	218.0	916.0	62.0	41.0	124.0	0.34	0.08	228.0	16.0	0.5	139.0	4.7	104.0	9.9	8.8	5.8	3.3	1.3	65.0	20.0	104.0	1.0	isoniazid_8 day_Low
isoniazid	15 day	Low	673.0	13.7	40.6	60.3	20.3	33.8	6.4	119.3	148.0	12.0	1.0	0.0	10.0	77.0	12.2	15.8	218.0	701.0	64.0	181.0	143.0	0.36	0.0	247.0	20.0	0.5	138.0	5.2	106.0	10.3	8.0	5.9	3.8	1.8	66.0	22.0	152.0	1.0	isoniazid_15 day_Low
isoniazid	15 day	Low	735.0	14.4	43.5	59.2	19.7	33.2	4.7	121.5	109.0	12.0	1.0	0.0	7.0	80.0	12.2	14.8	227.0	623.0	55.0	158.0	127.0	0.31	0.0	210.0	16.0	0.5	139.0	5.6	105.0	10.6	7.8	5.8	3.7	1.8	55.0	19.0	116.0	1.0	isoniazid_15 day_Low
isoniazid	15 day	Low	649.0	13.3	39.8	61.3	20.5	33.5	6.4	100.8	168.0	20.0	1.0	0.0	5.0	75.0	11.7	14.7	234.0	669.0	88.0	131.0	163.0	0.26	0.0	189.0	17.0	0.6	138.0	4.5	105.0	10.5	6.7	6.3	3.8	1.5	56.0	24.0	76.0	0.0	isoniazid_15 day_Low
isoniazid	15 day	Low	699.0	14.3	42.6	61.0	20.5	33.6	3.7	119.9	116.0	11.0	1.0	0.0	7.0	81.0	11.8	16.1	242.0	777.0	65.0	42.0	121.0	0.29	0.0	189.0	14.0	0.6	138.0	5.5	106.0	10.6	9.9	6.1	3.6	1.4	66.0	19.0	88.0	0.0	isoniazid_15 day_Low
isoniazid	15 day	Low	731.0	14.3	42.7	58.5	19.6	33.5	4.4	131.3	144.0	9.0	1.0	0.0	8.0	82.0	12.1	16.9	218.0	645.0	72.0	84.0	139.0	0.34	0.0	180.0	13.0	0.6	138.0	4.9	107.0	10.6	7.9	6.1	3.5	1.4	48.0	11.0	76.0	0.0	isoniazid_15 day_Low
isoniazid	29 day	Low	789.0	14.9	44.8	56.8	18.9	33.4	3.9	98.3	105.0	7.0	1.0	0.0	1.0	91.0	11.8	14.1	223.0	572.0	61.0	124.0	124.0	0.31	0.03	209.0	24.0	0.6	141.0	4.3	105.0	10.0	6.0	6.0	3.6	1.5	50.0	13.0	89.0	1.0	isoniazid_29 day_Low
isoniazid	29 day	Low	750.0	15.1	45.2	60.2	20.1	33.4	3.0	99.1	149.0	10.0	0.0	0.0	2.0	88.0	11.6	16.2	244.0	496.0	65.0	208.0	145.0	0.17	0.04	196.0	19.0	0.6	143.0	4.9	105.0	10.3	7.0	6.3	3.6	1.3	59.0	19.0	143.0	1.0	isoniazid_29 day_Low
isoniazid	29 day	Low	824.0	15.0	45.0	54.6	18.2	33.4	2.1	94.5	101.0	15.0	2.0	0.0	4.0	79.0	12.2	16.2	225.0	784.0	64.0	133.0	143.0	0.19	0.0	197.0	19.0	0.5	141.0	4.7	106.0	9.9	6.6	6.1	3.7	1.5	59.0	15.0	76.0	2.0	isoniazid_29 day_Low
isoniazid	29 day	Low	764.0	14.4	43.3	56.7	18.9	33.3	3.3	110.1	198.0	6.0	1.0	0.0	2.0	91.0	12.1	15.2	216.0	402.0	69.0	67.0	133.0	0.26	0.07	205.0	21.0	0.5	140.0	4.5	103.0	10.1	7.5	5.8	3.5	1.5	52.0	16.0	81.0	1.0	isoniazid_29 day_Low
isoniazid	29 day	Low	729.0	14.2	42.6	58.4	19.5	33.3	2.9	108.8	194.0	12.0	1.0	0.0	5.0	82.0	12.2	16.1	229.0	547.0	73.0	124.0	148.0	0.26	0.07	236.0	19.0	0.6	142.0	4.3	105.0	10.1	9.4	6.1	3.4	1.3	56.0	8.0	48.0	2.0	isoniazid_29 day_Low
isoniazid	8 day	Middle	613.0	13.0	38.4	62.6	21.3	34.0	6.2	125.9	118.0	9.0	1.0	0.0	9.0	82.0	12.4	15.6	240.0	966.0	64.0	123.0	135.0	0.31	0.01	212.0	23.0	0.6	141.0	5.0	105.0	10.1	7.8	5.9	3.6	1.6	59.0	19.0	111.0	0.0	isoniazid_8 day_Middle
isoniazid	8 day	Middle	637.0	13.6	40.9	64.2	21.3	33.2	7.5	124.0	88.7	9.0	2.0	0.0	6.0	83.0	12.3	16.6	215.0	728.0	68.0	134.0	134.0	0.26	0.04	214.0	20.0	0.5	139.0	5.2	107.0	10.4	7.6	6.0	3.6	1.5	63.0	17.0	100.0	1.0	isoniazid_8 day_Middle
isoniazid	8 day	Middle	661.0	13.6	41.4	62.7	20.5	32.7	6.8	135.1	166.0	6.0	0.0	0.0	3.0	91.0	12.2	15.9	233.0	928.0	63.0	96.0	126.0	0.27	0.03	210.0	20.0	0.5	140.0	4.6	106.0	10.6	9.3	6.0	3.6	1.5	52.0	14.0	87.0	1.0	isoniazid_8 day_Middle
isoniazid	8 day	Middle	654.0	14.2	41.7	63.7	21.7	34.1	5.3	118.9	141.0	13.0	1.0	0.0	10.0	77.0	12.1	16.7	226.0	804.0	76.0	64.0	145.0	0.3	0.11	211.0	14.0	0.5	139.0	4.9	105.0	10.2	7.8	5.7	3.5	1.6	52.0	12.0	87.0	1.0	isoniazid_8 day_Middle
isoniazid	8 day	Middle	644.0	13.6	40.6	63.0	21.1	33.5	5.6	102.9	237.0	7.0	1.0	0.0	5.0	88.0	11.9	16.2	260.0	690.0	81.0	41.0	134.0	0.28	0.07	230.0	15.0	0.5	138.0	4.7	104.0	10.1	9.4	6.0	3.7	1.6	57.0	15.0	76.0	2.0	isoniazid_8 day_Middle
isoniazid	15 day	Middle	722.0	14.6	43.6	60.4	20.2	33.4	4.3	118.6	132.0	14.0	1.0	0.0	1.0	84.0	12.4	16.9	209.0	662.0	60.0	91.0	128.0	0.32	0.0	210.0	23.0	0.5	138.0	4.9	105.0	9.9	6.7	6.1	3.9	1.8	61.0	14.0	143.0	1.0	isoniazid_15 day_Middle
isoniazid	15 day	Middle	742.0	13.9	41.3	55.6	18.7	33.6	5.0	139.9	174.0	13.0	1.0	0.0	5.0	80.0	11.8	17.2	217.0	1061.0	62.0	109.0	136.0	0.37	0.0	186.0	19.0	0.6	138.0	5.4	106.0	10.3	6.7	6.3	4.0	1.7	49.0	10.0	78.0	1.0	isoniazid_15 day_Middle
isoniazid	15 day	Middle	679.0	14.2	42.4	62.4	20.9	33.5	5.7	119.5	120.0	9.0	1.0	0.0	5.0	85.0	12.1	14.0	226.0	668.0	85.0	114.0	160.0	0.37	0.0	237.0	20.0	0.5	138.0	5.2	108.0	10.1	7.6	6.1	4.0	1.9	49.0	14.0	64.0	1.0	isoniazid_15 day_Middle
isoniazid	15 day	Middle	691.0	13.0	38.5	55.7	18.9	33.8	5.6	138.2	218.0	10.0	0.0	0.0	3.0	86.0	12.0	15.2	219.0	541.0	58.0	68.0	112.0	0.46	0.0	212.0	18.0	0.2	138.0	4.8	104.0	10.4	7.9	5.9	3.5	1.5	48.0	8.0	82.0	1.0	isoniazid_15 day_Middle
isoniazid	15 day	Middle	699.0	13.9	41.1	58.8	19.8	33.7	5.0	110.5	219.0	8.0	1.0	0.0	9.0	82.0	12.1	15.1	236.0	678.0	85.0	92.0	166.0	0.28	0.2	241.0	18.0	0.7	141.0	5.4	107.0	11.3	11.1	6.0	3.5	1.4	60.0	13.0	93.0	1.0	isoniazid_15 day_Middle
isoniazid	29 day	Middle	844.0	14.8	44.5	52.7	17.6	33.3	3.5	110.0	124.0	16.0	3.0	0.0	4.0	77.0	12.0	15.3	226.0	597.0	71.0	130.0	149.0	0.14	0.0	213.0	25.0	0.6	141.0	4.7	102.0	9.8	7.8	6.4	3.8	1.5	52.0	15.0	85.0	1.0	isoniazid_29 day_Middle
isoniazid	29 day	Middle	824.0	14.8	43.8	53.1	18.0	33.9	2.5	128.5	132.0	22.0	1.0	0.0	4.0	73.0	12.4	16.7	238.0	594.0	62.0	197.0	145.0	0.23	0.0	242.0	19.0	0.5	142.0	4.0	104.0	10.0	5.9	6.4	3.6	1.3	60.0	13.0	92.0	1.0	isoniazid_29 day_Middle
isoniazid	29 day	Middle	719.0	14.5	42.4	59.0	20.1	34.1	3.4	107.6	159.0	14.0	1.0	0.0	6.0	79.0	11.9	17.6	251.0	531.0	77.0	98.0	157.0	0.23	0.06	205.0	20.0	0.5	139.0	4.7	105.0	10.3	6.8	6.4	3.8	1.5	58.0	14.0	81.0	1.0	isoniazid_29 day_Middle
isoniazid	29 day	Middle	795.0	14.4	43.1	54.2	18.1	33.5	2.8	125.5	193.0	13.0	1.0	0.0	3.0	83.0	12.4	17.4	237.0	727.0	63.0	63.0	134.0	0.29	0.05	228.0	18.0	0.5	140.0	4.6	105.0	10.1	7.2	6.2	3.5	1.3	54.0	9.0	63.0	1.0	isoniazid_29 day_Middle
isoniazid	29 day	Middle	718.0	13.7	40.3	56.2	19.1	34.0	2.4	124.5	150.0	7.0	1.0	0.0	1.0	91.0	12.1	14.5	185.0	499.0	70.0	39.0	124.0	0.26	0.01	225.0	19.0	0.5	141.0	4.7	107.0	9.7	7.0	5.7	3.4	1.5	52.0	7.0	58.0	1.0	isoniazid_29 day_Middle
isoniazid	8 day	High	636.0	12.8	37.5	59.0	20.0	34.0	5.8	156.7	124.0	13.0	1.0	0.0	3.0	83.0	12.2	15.2	217.0	795.0	55.0	54.0	113.0	0.32	0.11	195.0	17.0	0.5	140.0	5.4	105.0	10.3	8.1	5.7	3.6	1.7	51.0	12.0	92.0	2.0	isoniazid_8 day_High
isoniazid	8 day	High	718.0	14.4	42.6	59.4	20.0	33.7	4.1	122.7	145.0	10.0	0.0	0.0	6.0	83.0	12.1	17.0	238.0	911.0	58.0	106.0	124.0	0.3	0.0	218.0	16.0	0.5	139.0	5.7	107.0	10.0	7.1	6.3	3.8	1.5	46.0	9.0	90.0	1.0	isoniazid_8 day_High
isoniazid	8 day	High	700.0	13.5	40.4	57.7	19.2	33.3	4.0	131.5	108.0	14.0	1.0	0.0	5.0	80.0	11.9	16.0	240.0	717.0	81.0	38.0	139.0	0.34	0.03	199.0	15.0	0.4	141.0	4.7	104.0	10.7	7.9	6.1	3.9	1.8	40.0	7.0	63.0	1.0	isoniazid_8 day_High
isoniazid	8 day	High	651.0	13.3	40.1	61.6	20.4	33.1	5.0	136.9	106.0	17.0	0.0	0.0	4.0	79.0	12.0	17.0	254.0	745.0	66.0	50.0	136.0	0.17	0.0	248.0	16.0	0.4	142.0	4.8	103.0	10.7	9.6	6.1	3.8	1.7	45.0	7.0	65.0	1.0	isoniazid_8 day_High
isoniazid	8 day	High	686.0	13.9	41.8	61.0	20.3	33.2	4.7	142.0	149.0	12.0	1.0	0.0	5.0	82.0	12.2	16.2	233.0	619.0	62.0	63.0	127.0	0.35	0.0	201.0	17.0	0.5	141.0	4.7	106.0	10.3	7.2	6.3	3.7	1.4	52.0	8.0	78.0	1.0	isoniazid_8 day_High
isoniazid	15 day	High	712.0	13.5	40.6	57.0	19.0	33.4	6.2	136.4	147.0	11.0	1.0	0.0	6.0	83.0	11.6	16.9	242.0	563.0	74.0	111.0	152.0	0.33	0.0	205.0	24.0	0.6	140.0	5.2	107.0	10.6	7.2	6.2	3.8	1.6	47.0	10.0	153.0	0.0	isoniazid_15 day_High
isoniazid	15 day	High	754.0	14.2	42.4	56.2	18.8	33.4	3.8	118.7	117.0	16.0	2.0	0.0	5.0	77.0	12.4	16.6	207.0	516.0	53.0	52.0	118.0	0.34	0.0	221.0	22.0	0.6	137.0	5.5	109.0	10.0	7.4	6.0	3.9	1.9	40.0	9.0	112.0	0.0	isoniazid_15 day_High
isoniazid	15 day	High	655.0	12.2	36.5	55.6	18.6	33.5	5.8	136.2	149.0	23.0	1.0	0.0	4.0	71.0	12.5	17.2	198.0	502.0	61.0	57.0	116.0	0.34	0.0	233.0	23.0	0.6	140.0	4.6	106.0	10.2	6.8	5.9	3.5	1.5	45.0	8.0	74.0	1.0	isoniazid_15 day_High
isoniazid	15 day	High	679.0	13.3	39.5	58.2	19.5	33.6	6.4	129.4	120.0	24.0	2.0	0.0	8.0	67.0	12.2	14.6	217.0	548.0	53.0	50.0	114.0	0.3	0.02	206.0	17.0	0.5	139.0	5.2	107.0	10.1	7.6	5.9	3.8	1.8	55.0	10.0	73.0	0.0	isoniazid_15 day_High
isoniazid	15 day	High	737.0	13.5	39.6	53.8	18.4	34.1	4.6	149.1	121.0	25.0	0.0	0.0	6.0	69.0	12.7	15.5	200.0	809.0	60.0	39.0	116.0	0.31	0.0	189.0	16.0	0.5	143.0	4.9	105.0	10.4	10.0	5.5	3.5	1.8	55.0	7.0	205.0	0.0	isoniazid_15 day_High
isoniazid	29 day	High	830.0	12.9	38.6	46.5	15.5	33.3	4.4	150.5	144.0	6.0	2.0	0.0	5.0	87.0	11.7	15.2	231.0	446.0	53.0	43.0	105.0	0.24	0.01	240.0	23.0	0.6	141.0	5.0	107.0	9.5	7.5	5.8	3.6	1.6	40.0	5.0	73.0	1.0	isoniazid_29 day_High
isoniazid	29 day	High	770.0	12.2	36.2	47.0	15.9	33.8	4.4	176.4	150.0	11.0	1.0	0.0	2.0	86.0	11.9	16.5	236.0	521.0	46.0	29.0	94.0	0.25	0.04	204.0	21.0	0.5	140.0	5.3	107.0	10.2	6.1	5.9	3.9	2.0	40.0	5.0	65.0	3.0	isoniazid_29 day_High
isoniazid	29 day	High	802.0	13.4	40.7	50.8	16.8	33.0	2.7	112.1	184.0	11.0	0.0	0.0	4.0	85.0	12.1	15.6	222.0	544.0	70.0	58.0	136.0	0.25	0.08	214.0	20.0	0.5	140.0	4.7	105.0	10.1	6.4	5.9	3.7	1.7	45.0	5.0	66.0	1.0	isoniazid_29 day_High
isoniazid	29 day	High	725.0	13.3	40.6	55.9	18.3	32.8	3.6	81.4	247.0	9.0	0.0	0.0	11.0	79.0	13.3	16.3	216.0	621.0	46.0	37.0	98.0	0.23	0.08	192.0	14.0	0.6	142.0	4.6	105.0	9.9	6.7	5.6	3.2	1.3	74.0	12.0	121.0	1.0	isoniazid_29 day_High
carbon tetrachloride	8 day	Low	651.0	14.3	40.8	62.8	22.0	35.1	4.9	109.4	117.3	11.0	0.0	0.0	2.0	85.0	11.7	19.0	227.0	1293.0	67.0	139.0	162.0	0.14	0.1	201.0	15.0	0.4	141.0	4.5	106.0	10.5	6.2	5.4	3.3	1.6	79.0	48.0	199.0	1.0	carbon tetrachloride_8 day_Low
carbon tetrachloride	8 day	Low	652.0	14.2	41.2	63.3	21.8	34.5	6.9	105.6	87.2	19.0	1.0	0.0	4.0	76.0	12.3	19.7	243.0	726.0	82.0	89.0	167.0	0.14	0.08	197.0	19.0	0.4	143.0	4.0	106.0	10.8	7.3	5.7	3.6	1.7	61.0	27.0	275.0	2.0	carbon tetrachloride_8 day_Low
carbon tetrachloride	8 day	Low	718.0	14.5	42.8	59.7	20.2	33.9	4.5	109.6	72.9	16.0	1.0	0.0	2.0	81.0	12.0	22.0	209.0	1453.0	84.0	68.0	180.0	0.13	0.07	200.0	14.0	0.4	143.0	4.0	104.0	10.8	8.6	5.6	3.6	1.8	87.0	52.0	189.0	1.0	carbon tetrachloride_8 day_Low
carbon tetrachloride	8 day	Low	657.0	13.8	39.4	59.9	21.0	35.0	5.2	125.4	116.7	12.0	1.0	0.0	2.0	84.0	11.9	19.3	254.0	845.0	74.0	78.0	150.0	0.14	0.07	209.0	15.0	0.4	140.0	3.9	103.0	10.7	8.2	5.7	3.5	1.6	62.0	31.0	166.0	1.0	carbon tetrachloride_8 day_Low
carbon tetrachloride	8 day	Low	654.0	13.9	41.0	62.8	21.2	33.8	6.1	112.8	89.7	12.0	1.0	0.0	3.0	84.0	11.7	18.0	230.0	707.0	69.0	62.0	140.0	0.11	0.06	197.0	11.0	0.4	141.0	4.0	105.0	10.5	8.1	5.5	3.3	1.5	65.0	38.0	181.0	1.0	carbon tetrachloride_8 day_Low
carbon tetrachloride	15 day	Low	710.0	14.5	42.4	59.8	20.4	34.2	3.3	126.7	92.1	15.0	1.0	0.0	2.0	82.0	12.4	22.4	236.0	653.0	72.0	45.0	144.0	0.13	0.06	217.0	17.0	0.4	141.0	3.3	102.0	10.7	7.7	6.1	3.8	1.7	84.0	44.0	214.0	1.0	carbon tetrachloride_15 day_Low
carbon tetrachloride	15 day	Low	699.0	14.4	42.8	61.3	20.6	33.7	4.4	118.3	161.1	27.0	1.0	0.0	2.0	69.0	11.6	18.7	262.0	1155.0	88.0	97.0	185.0	0.14	0.07	203.0	15.0	0.4	142.0	3.7	103.0	11.0	7.5	6.2	3.8	1.6	69.0	34.0	155.0	1.0	carbon tetrachloride_15 day_Low
carbon tetrachloride	15 day	Low	725.0	14.3	41.9	57.8	19.7	34.1	4.3	109.2	122.0	20.0	1.0	0.0	3.0	76.0	12.2	20.6	227.0	668.0	67.0	35.0	131.0	0.12	0.05	206.0	15.0	0.4	141.0	3.9	102.0	10.3	8.6	5.7	3.3	1.4	73.0	47.0	174.0	1.0	carbon tetrachloride_15 day_Low
carbon tetrachloride	15 day	Low	761.0	15.2	45.1	59.3	19.9	33.7	2.8	97.2	73.6	16.0	1.0	0.0	1.0	82.0	12.0	20.0	209.0	1125.0	54.0	28.0	110.0	0.11	0.04	190.0	14.0	0.4	143.0	3.8	106.0	9.8	9.1	5.5	3.4	1.6	80.0	51.0	284.0	1.0	carbon tetrachloride_15 day_Low
carbon tetrachloride	15 day	Low	729.0	14.5	42.7	58.6	19.9	34.0	3.9	115.2	102.6	6.0	0.0	0.0	2.0	91.0	11.6	20.0	258.0	891.0	56.0	70.0	123.0	0.12	0.06	191.0	16.0	0.4	141.0	3.7	104.0	10.8	7.2	6.4	3.7	1.4	69.0	35.0	210.0	1.0	carbon tetrachloride_15 day_Low
carbon tetrachloride	29 day	Low	806.0	15.3	44.8	55.6	19.0	34.1	2.5	98.0	105.0	11.0	1.0	0.0	3.0	85.0	12.3	22.1	258.0	752.0	62.0	92.0	141.0	0.15	0.09	213.0	18.0	0.5	141.0	3.7	102.0	11.0	7.1	6.5	3.8	1.4	88.0	51.0	276.0	0.0	carbon tetrachloride_29 day_Low
carbon tetrachloride	29 day	Low	757.0	14.8	42.8	56.6	19.6	34.6	2.9	111.0	106.0	10.0	1.0	0.0	2.0	85.0	12.4	20.8	227.0	606.0	53.0	72.0	118.0	0.12	0.07	195.0	15.0	0.4	140.0	3.9	102.0	10.3	6.3	5.9	3.4	1.4	68.0	39.0	169.0	1.0	carbon tetrachloride_29 day_Low
carbon tetrachloride	29 day	Low	784.0	15.1	44.3	56.5	19.2	34.0	2.9	119.9	102.4	6.0	1.0	0.0	4.0	88.0	12.1	20.7	266.0	502.0	57.0	108.0	131.0	0.13	0.07	212.0	20.0	0.4	142.0	3.9	104.0	11.1	6.5	6.4	3.5	1.2	69.0	35.0	328.0	1.0	carbon tetrachloride_29 day_Low
carbon tetrachloride	29 day	Low	782.0	15.1	43.5	55.7	19.2	34.6	2.6	131.8	105.3	11.0	1.0	0.0	2.0	86.0	12.4	20.7	206.0	656.0	56.0	89.0	126.0	0.12	0.07	209.0	16.0	0.4	139.0	3.8	100.0	10.6	6.2	6.1	3.6	1.4	80.0	38.0	179.0	1.0	carbon tetrachloride_29 day_Low
carbon tetrachloride	29 day	Low	755.0	13.8	41.0	54.4	18.3	33.8	3.2	106.0	105.3	13.0	1.0	0.0	3.0	83.0	12.5	21.6	233.0	655.0	70.0	72.0	144.0	0.12	0.06	227.0	17.0	0.5	141.0	4.1	103.0	10.1	6.9	6.2	3.4	1.2	71.0	37.0	188.0	1.0	carbon tetrachloride_29 day_Low
carbon tetrachloride	8 day	Middle	619.0	13.7	38.8	62.7	22.1	35.3	5.6	97.4	137.9	11.0	1.0	0.0	4.0	84.0	12.3	19.1	236.0	1108.0	62.0	79.0	146.0	0.15	0.11	187.0	20.0	0.5	140.0	4.4	103.0	10.4	6.2	5.3	3.2	1.5	200.0	84.0	228.0	2.0	carbon tetrachloride_8 day_Middle
carbon tetrachloride	8 day	Middle	649.0	14.1	40.9	63.0	21.8	34.6	6.8	112.5	154.6	10.0	1.0	0.0	3.0	87.0	11.9	19.6	233.0	790.0	62.0	56.0	141.0	0.15	0.06	198.0	15.0	0.4	141.0	3.7	103.0	10.7	7.5	5.6	3.2	1.3	101.0	40.0	312.0	1.0	carbon tetrachloride_8 day_Middle
carbon tetrachloride	8 day	Middle	650.0	13.8	40.7	62.6	21.3	34.0	5.9	121.8	115.9	14.0	1.0	0.0	3.0	82.0	11.9	20.5	214.0	1121.0	57.0	102.0	148.0	0.14	0.08	187.0	15.0	0.4	142.0	4.1	105.0	10.9	7.5	5.5	3.3	1.5	73.0	42.0	221.0	1.0	carbon tetrachloride_8 day_Middle
carbon tetrachloride	8 day	Middle	648.0	13.9	40.7	62.8	21.4	34.0	5.9	120.4	105.3	18.0	1.0	0.0	3.0	78.0	12.2	19.2	219.0	897.0	77.0	39.0	154.0	0.12	0.07	200.0	13.0	0.4	141.0	4.0	105.0	10.5	8.8	5.5	3.2	1.4	84.0	52.0	144.0	1.0	carbon tetrachloride_8 day_Middle
carbon tetrachloride	8 day	Middle	645.0	14.0	41.3	64.1	21.7	33.9	4.8	109.6	121.6	11.0	1.0	0.0	2.0	86.0	12.0	21.0	246.0	797.0	59.0	37.0	125.0	0.12	0.05	197.0	14.0	0.4	141.0	3.9	106.0	10.6	7.8	5.5	3.3	1.5	109.0	49.0	251.0	2.0	carbon tetrachloride_8 day_Middle
carbon tetrachloride	15 day	Middle	663.0	13.7	41.2	62.1	20.7	33.3	4.8	105.2	117.5	19.0	1.0	0.0	3.0	77.0	12.2	22.6	216.0	982.0	87.0	36.0	159.0	0.12	0.06	190.0	15.0	0.5	143.0	3.6	106.0	10.5	7.1	5.8	3.6	1.6	159.0	131.0	341.0	0.0	carbon tetrachloride_15 day_Middle
carbon tetrachloride	15 day	Middle	716.0	14.3	41.9	58.5	19.9	34.0	3.6	105.4	171.2	11.0	1.0	0.0	3.0	85.0	12.6	24.6	219.0	963.0	53.0	61.0	120.0	0.14	0.06	190.0	16.0	0.4	142.0	3.7	104.0	10.7	7.2	5.6	3.4	1.5	129.0	77.0	273.0	2.0	carbon tetrachloride_15 day_Middle
carbon tetrachloride	15 day	Middle	727.0	14.2	42.4	58.4	19.6	33.5	3.0	114.0	72.5	19.0	1.0	0.0	4.0	76.0	12.1	21.4	209.0	1307.0	71.0	40.0	144.0	0.13	0.07	174.0	19.0	0.4	143.0	3.9	103.0	10.9	7.3	5.7	3.4	1.5	312.0	182.0	311.0	1.0	carbon tetrachloride_15 day_Middle
carbon tetrachloride	15 day	Middle	716.0	14.2	42.4	59.2	19.9	33.6	4.3	125.4	86.4	20.0	0.0	0.0	3.0	77.0	12.1	22.0	219.0	1106.0	47.0	20.0	106.0	0.13	0.05	180.0	12.0	0.4	143.0	3.8	106.0	10.5	7.5	5.7	3.5	1.6	97.0	55.0	163.0	0.0	carbon tetrachloride_15 day_Middle
carbon tetrachloride	15 day	Middle	673.0	13.6	40.3	59.8	20.2	33.8	4.3	115.2	106.6	11.0	1.0	0.0	3.0	86.0	12.2	19.7	224.0	845.0	64.0	37.0	127.0	0.14	0.06	187.0	14.0	0.4	139.0	4.1	101.0	10.8	9.1	5.7	3.6	1.7	130.0	85.0	319.0	1.0	carbon tetrachloride_15 day_Middle
carbon tetrachloride	29 day	Middle	816.0	14.6	42.6	52.3	17.9	34.2	2.7	117.1	134.7	16.0	1.0	0.0	5.0	77.0	12.6	21.8	219.0	784.0	53.0	34.0	113.0	0.12	0.06	192.0	19.0	0.5	141.0	3.9	102.0	10.3	5.6	6.0	3.3	1.2	139.0	108.0	321.0	1.0	carbon tetrachloride_29 day_Middle
carbon tetrachloride	29 day	Middle	813.0	15.5	45.3	55.6	19.1	34.3	2.0	102.6	109.4	12.0	0.0	0.0	4.0	83.0	12.7	20.3	214.0	886.0	52.0	26.0	113.0	0.13	0.07	208.0	13.0	0.5	141.0	3.7	103.0	10.1	6.5	6.0	3.6	1.5	108.0	89.0	426.0	1.0	carbon tetrachloride_29 day_Middle
carbon tetrachloride	29 day	Middle	802.0	14.7	42.2	52.6	18.3	34.9	5.2	127.5	249.6	25.0	0.0	0.0	4.0	70.0	12.2	20.3	219.0	616.0	57.0	41.0	129.0	0.14	0.08	200.0	14.0	0.4	141.0	3.8	103.0	10.8	6.6	6.1	3.6	1.4	148.0	143.0	494.0	1.0	carbon tetrachloride_29 day_Middle
carbon tetrachloride	29 day	Middle	721.0	13.6	40.2	55.7	18.9	33.9	2.7	101.5	114.9	9.0	1.0	0.0	3.0	87.0	12.6	20.9	181.0	970.0	61.0	12.0	123.0	0.15	0.09	224.0	19.0	0.5	140.0	3.6	102.0	10.0	7.7	5.6	3.3	1.4	152.0	115.0	458.0	1.0	carbon tetrachloride_29 day_Middle
carbon tetrachloride	29 day	Middle	857.0	15.0	43.8	51.0	17.4	34.2	2.3	107.4	132.7	22.0	1.0	0.0	3.0	75.0	12.6	20.7	214.0	545.0	62.0	48.0	136.0	0.12	0.06	194.0	15.0	0.4	141.0	3.8	103.0	10.2	7.8	5.9	3.4	1.4	108.0	61.0	251.0	2.0	carbon tetrachloride_29 day_Middle
carbon tetrachloride	8 day	High	601.0	14.0	40.3	67.1	23.2	34.7	6.7	91.3	106.3	20.0	1.0	0.0	4.0	76.0	12.5	20.6	209.0	1133.0	60.0	37.0	132.0	0.13	0.07	177.0	15.0	0.4	140.0	4.1	104.0	10.2	8.8	5.4	3.3	1.6	165.0	61.0	341.0	1.0	carbon tetrachloride_8 day_High
